,Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
634,265520,KR7265520007,AP시스템,KOSDAQ,우량기업부,21150,2,-100,-0.47,21250,21300,20950,17741,374234300,323202054150,15281421,KSQ
635,084010,KR7084010008,대한제강,KOSPI,,13770,2,-330,-2.34,14100,14150,13750,10292,143379750,322416246690,23414397,STK
636,039840,KR7039840004,디오,KOSDAQ,우량기업부,20300,2,-150,-0.73,20250,20350,20150,6924,140229250,322399626500,15881755,KSQ
637,092220,KR7092220003,KEC,KOSPI,,1600,1,8,0.5,1593,1606,1591,261948,418580362,321221025600,200763141,STK
638,080160,KR7080160005,모두투어,KOSDAQ,중견기업부,16980,2,-480,-2.75,17380,17440,16920,71188,1217754440,320922000000,18900000,KSQ
639,008490,KR7008490005,서흥,KOSPI,,27650,2,-50,-0.18,28000,28000,27550,984,27295600,319885974450,11569113,STK
640,122640,KR7122640006,예스티,KOSDAQ,벤처기업부,16790,1,140,0.84,16810,17000,16650,56338,946623170,319754502180,19044342,KSQ
641,089980,KR7089980007,상아프론테크,KOSDAQ,우량기업부,19980,2,-370,-1.82,20350,20350,19610,21473,427850760,319460959260,15989037,KSQ
642,090360,KR7090360009,로보스타,KOSDAQ,중견기업부,32750,1,100,0.31,32500,33050,32400,50808,1662081650,319312500000,9750000,KSQ
643,011810,KR7011810009,STX,KOSPI,,10260,2,-110,-1.06,10290,10300,10060,269328,2732768330,318243931020,31017927,STK
644,445680,KR7445680002,큐리옥스바이오시스템즈,KOSDAQ,기술성장기업부,39600,1,1550,4.07,37950,40850,37950,74813,2987059700,317690683200,8022492,KSQ
645,114810,KR7114810005,한솔아이원스,KOSDAQ,투자주의환기종목(소속부없음),10800,1,690,6.82,10000,10870,10000,183297,1929092350,317003479200,29352174,KSQ
646,254490,KR7254490006,미래반도체,KOSDAQ,중견기업부,21950,2,-50,-0.23,22200,22400,21700,65439,1447455650,316914100000,14438000,KSQ
647,084110,KR7084110006,휴온스글로벌,KOSDAQ,중견기업부,25100,1,100,0.4,25000,25200,24850,3679,92076800,316799449200,12621492,KSQ
648,014620,KR7014620009,성광벤드,KOSDAQ,우량기업부,11070,2,-20,-0.18,10960,11150,10960,54172,597698310,316602000000,28600000,KSQ
649,003120,KR7003120003,일성신약,KOSPI,,23800,1,200,0.85,23600,23950,23600,1875,44512850,316540000000,13300000,STK
650,001880,KR7001880004,DL건설,KOSPI,,14350,0,0,0.0,0,0,0,0,0,316464625400,22053284,STK
651,072710,KR7072710007,농심홀딩스,KOSPI,,68200,2,-1600,-2.29,69800,69800,68000,6067,417174800,316297278000,4637790,STK
652,230360,KR7230360000,에코마케팅,KOSDAQ GLOBAL,우량기업부,9770,2,-40,-0.41,9800,9840,9740,8158,79822750,316235643330,32368029,KSQ
653,123860,KR7123860009,아나패스,KOSDAQ,벤처기업부,26050,3,0,0.0,25650,26500,25650,21817,567663850,315814960750,12123415,KSQ
654,084680,KR7084680008,이월드,KOSPI,,2220,2,-60,-2.63,2260,2270,2200,1107450,2460667020,314809748460,141806193,STK
655,013030,KR7013030002,하이록코리아,KOSDAQ,우량기업부,24450,2,-50,-0.2,24600,24650,24350,3756,92005750,314330422500,12856050,KSQ
656,278650,KR7278650007,HLB바이오스텝,KOSDAQ,중견기업부,3875,2,-35,-0.9,3910,4070,3855,1875200,7448214870,314213760250,81087422,KSQ
657,251970,KR7251970000,펌텍코리아,KOSDAQ,우량기업부,25300,3,0,0.0,25250,25500,25100,8083,204690750,313720000000,12400000,KSQ
658,304100,KR7304100001,솔트룩스,KOSDAQ,기술성장기업부,25800,2,-500,-1.9,26200,26200,25400,70125,1801887300,312020246400,12093808,KSQ
659,058430,KR7058430000,포스코스틸리온,KOSPI,,52000,2,-200,-0.38,52100,52100,51200,7820,403116100,312000000000,6000000,STK
660,108230,KR7108230004,톱텍,KOSDAQ,중견기업부,8200,2,-100,-1.2,8500,8550,8150,135499,1130360430,311790609000,38023245,KSQ
661,089970,KR7089970008,에이피티씨,KOSDAQ,우량기업부,13000,1,60,0.46,13060,13060,12720,7763,99685430,311747735000,23980595,KSQ
662,001630,KR7001630003,종근당홀딩스,KOSPI,,62200,2,-800,-1.27,62800,63000,61900,1146,71528000,311613354200,5009861,STK
663,017390,KR7017390006,서울가스,KOSPI,,62300,2,-600,-0.95,63300,63400,62200,7817,492143600,311500000000,5000000,STK
664,044490,KR7044490001,태웅,KOSDAQ,중견기업부,15550,2,-40,-0.26,15620,15670,15500,15646,243330250,311114774550,20007381,KSQ
665,013890,KR7013890009,지누스,KOSPI,,14990,1,10,0.07,14990,15120,14890,20812,313204960,310820707960,20735204,STK
666,001510,KR7001510007,SK증권,KOSPI,,657,2,-8,-1.2,665,668,654,379277,250413910,310491742347,472590171,STK
667,297890,KR7297890006,HB솔루션,KOSDAQ,우량기업부,4240,2,-25,-0.59,4270,4285,4210,315531,1338855385,310004708320,73114318,KSQ
668,064260,KR7064260003,다날,KOSDAQ,우량기업부,4485,1,25,0.56,4515,4540,4460,418342,1879036780,309236444400,68949040,KSQ
669,166480,KR7166480004,코아스템켐온,KOSDAQ,벤처기업부,9390,1,10,0.11,9380,9490,9290,48668,457550110,308652830640,32870376,KSQ
670,405100,KR7405100009,큐알티,KOSDAQ,벤처기업부,25650,2,-750,-2.84,26350,26350,25450,84919,2189715600,307494970200,11988108,KSQ
671,051500,KR7051500007,CJ프레시웨이,KOSDAQ,우량기업부,25900,2,-350,-1.33,26100,26500,25900,5104,133075550,307474077400,11871586,KSQ
672,214680,KR7214680001,디알텍,KOSDAQ,벤처기업부,4190,1,150,3.71,4070,4220,3990,1186161,4917573910,306790878200,73219780,KSQ
673,029460,KR7029460003,케이씨,KOSPI,,22600,2,-300,-1.31,22950,22950,22500,8822,200030300,306321394400,13554044,STK
674,037560,KR7037560000,LG헬로비전,KOSPI,,3955,1,45,1.15,3870,3965,3870,148016,581791255,306302351075,77446865,STK
675,217820,KR7217820000,원익피앤이,KOSDAQ,우량기업부,6450,2,-10,-0.15,6460,6560,6380,118724,766636220,306081905550,47454559,KSQ
676,000480,KR7000480004,CR홀딩스,KOSPI,,6520,2,-10,-0.15,6530,6570,6470,15072,97914270,305725994800,46890490,STK
677,138580,KR7138580006,비즈니스온,KOSDAQ,벤처기업부,13550,1,120,0.89,13500,13640,13360,11476,154760720,305636008650,22556163,KSQ
678,088260,KR7088260005,이리츠코크렙,KOSPI,,4825,2,-20,-0.41,4860,4860,4825,8890,42996360,305623171750,63341590,STK
679,001790,KR7001790005,대한제당,KOSPI,,3400,2,-20,-0.58,3410,3445,3395,175800,600402710,304968372000,89696580,STK
680,354320,KR7354320004,알멕,KOSDAQ,기술성장기업부,47650,1,1150,2.47,46100,47750,46000,34755,1635860300,304549304650,6391381,KSQ
681,002960,KR7002960003,한국쉘석유,KOSPI,,233500,1,500,0.21,234500,234500,233000,457,106570000,303550000000,1300000,STK
682,003580,KR7003580008,HLB글로벌,KOSPI,,7150,1,370,5.46,7200,7600,7030,1649625,12027377630,303018951950,42380273,STK
683,950130,KR8840090003,엑세스바이오,KOSDAQ,외국기업(소속부없음),8320,1,50,0.6,8270,8360,8210,27224,225291630,302563847040,36365847,KSQ
684,001500,KR7001500008,현대차증권,KOSPI,,9540,2,-130,-1.34,9640,9680,9540,16775,160950190,302537841480,31712562,STK
685,006390,KR7006390009,한일현대시멘트,KOSPI,,15650,1,70,0.45,15560,15700,15560,913,14286710,302478066800,19327672,STK
686,036030,KR7036030005,케이티알파,KOSDAQ,중견기업부,6150,2,-70,-1.13,6220,6230,6110,19339,119030150,301468590450,49019283,KSQ
687,045100,KR7045100005,한양이엔지,KOSDAQ,우량기업부,16650,2,-70,-0.42,16740,16770,16530,61335,1019817890,299700000000,18000000,KSQ
688,126720,KR7126720002,수산인더스트리,KOSPI,,20900,2,-250,-1.18,21050,21200,20900,5313,111504300,298577400000,14286000,STK
689,079810,KR7079810008,디이엔티,KOSDAQ,중견기업부,13500,2,-140,-1.03,13510,13590,13100,111194,1476883570,297379269000,22028094,KSQ
690,003800,KR7003800000,에이스침대,KOSDAQ,우량기업부,26800,3,0,0.0,26800,26800,26750,152,4069900,297212000000,11090000,KSQ
691,357550,KR7357550003,석경에이티,KOSDAQ,기술성장기업부,54400,1,100,0.18,54900,55100,53600,3507,190348300,296752000000,5455000,KSQ
692,042600,KR7042600007,새로닉스,KOSDAQ,우량기업부,23850,1,50,0.21,23600,23850,23200,8241,193358800,296302239900,12423574,KSQ
693,035890,KR7035890003,서희건설,KOSDAQ,우량기업부,1289,2,-7,-0.54,1300,1300,1285,48278,62302835,296223101073,229808457,KSQ
694,216080,KR7216080002,제테마,KOSDAQ,기술성장기업부,16580,2,-280,-1.66,16860,16930,16500,15026,251158010,296098224220,17858759,KSQ
695,104700,KR7104700000,한국철강,KOSPI,,6970,2,-10,-0.14,7000,7010,6940,11049,76881760,295876500000,42450000,STK
696,097230,KR7097230007,HJ중공업,KOSPI,,3550,2,-70,-1.93,3620,3620,3535,19061,67740570,295623697550,83274281,STK
697,071970,KR7071970008,STX중공업,KOSPI,,10350,2,-10,-0.1,10210,10430,10210,39561,407234230,295520124150,28552669,STK
698,089890,KR7089890008,코세스,KOSDAQ,우량기업부,17810,2,-440,-2.41,18160,18300,17470,283472,5035170970,295378173220,16584962,KSQ
699,107600,KR7107600009,새빗켐,KOSDAQ,벤처기업부,60700,1,900,1.51,59500,60700,58700,39673,2262829400,295095781500,4861545,KSQ
700,005950,KR7005950001,이수화학,KOSPI,,12960,2,-150,-1.14,13120,13130,12050,126713,1623459190,294486697440,22722739,STK
701,075580,KR7075580001,세진중공업,KOSPI,,5180,1,40,0.78,5160,5220,5100,24672,127098410,294480182080,56849456,STK
702,102460,KR7102460003,이연제약,KOSPI,,15830,1,50,0.32,15850,15950,15650,9594,151460980,294229218130,18586811,STK
703,041960,KR7041960006,코미팜,KOSDAQ,벤처기업부,4160,2,-40,-0.95,4270,4270,4090,46234,191466910,293714570240,70604464,KSQ
704,095720,KR7095720009,웅진씽크빅,KOSPI,,2520,1,10,0.4,2485,2520,2485,19438,48719760,291075082200,115505985,STK
705,001230,KR7001230002,동국홀딩스,KOSPI,,9150,2,-130,-1.4,9160,9280,9020,110127,1003038050,290974419450,31800483,STK
706,033160,KR7033160003,엠케이전자,KOSDAQ,우량기업부,13150,1,60,0.46,13050,13210,13040,35952,471368530,290172252650,22066331,KSQ
707,282880,KR7282880004,코윈테크,KOSDAQ,우량기업부,27200,1,50,0.18,27100,27400,26800,20122,545261800,290104809600,10665618,KSQ
708,100120,KR7100120005,뷰웍스,KOSDAQ,우량기업부,29000,3,0,0.0,28800,29250,28800,3223,93513300,290054085000,10001865,KSQ
709,007860,KR7007860000,서연,KOSPI,,12330,1,390,3.27,11990,12820,11890,578830,7213357330,289506476520,23479844,STK
710,122900,KR7122900004,아이마켓코리아,KOSPI,,8660,2,-10,-0.12,8710,8710,8610,12736,110415350,289493754400,33428840,STK
711,114840,KR7114840002,아이패밀리에스씨,KOSDAQ,벤처기업부,33600,2,-600,-1.75,34200,34800,33550,16962,577109600,288992659200,8600972,KSQ
712,071055,KR7071051007,한국금융지주우,KOSPI,,49300,2,-900,-1.79,50100,50400,48850,11802,583523100,288811774300,5858251,STK
713,004560,KR7004560009,현대비앤지스틸,KOSPI,,19090,2,-330,-1.7,19400,19500,18920,73040,1395932340,287854501990,15078811,STK
714,397030,KR7397030008,에이프릴바이오,KOSDAQ,기술성장기업부,13280,1,90,0.68,13220,13480,13010,19172,254320720,287148526400,21622630,KSQ
715,005500,KR7005500004,삼진제약,KOSPI,,20650,3,0,0.0,20700,20750,20550,6000,123673350,287035000000,13900000,STK
716,077970,KR7077970002,STX엔진,KOSPI,,12470,2,-200,-1.58,12700,12700,12440,6243,78007860,286921032880,23008904,STK
717,138490,KR7138490008,코오롱플라스틱,KOSPI,,7550,3,0,0.0,7550,7570,7490,15140,114079680,286900000000,38000000,STK
718,024720,KR7024720005,한국콜마홀딩스,KOSPI,,7780,2,-90,-1.14,7870,7880,7760,17454,136268160,286066865600,36769520,STK
719,083790,KR7083790006,CG인바이츠,KOSDAQ,벤처기업부,3720,1,90,2.48,3640,3805,3610,168786,625360170,286046357040,76894182,KSQ
720,086390,KR7086390002,유니테스트,KOSDAQ,중견기업부,13520,2,-120,-0.88,13640,13710,13510,31254,423943370,285733383520,21134126,KSQ
721,322310,KR7322310004,오로스테크놀로지,KOSDAQ,벤처기업부,30500,1,450,1.5,30300,30600,29600,48662,1467323250,285679531000,9366542,KSQ
722,023410,KR7023410004,유진기업,KOSDAQ,우량기업부,3695,1,35,0.96,3670,3695,3665,90047,331349405,285663638785,77310863,KSQ
723,272550,KR7272550005,삼양패키징,KOSPI,,18080,2,-40,-0.22,18130,18480,17950,12774,233410480,285459171680,15788671,STK
724,307750,KR7307750000,국전약품,KOSDAQ,우량기업부,5810,2,-30,-0.51,5880,5880,5770,25971,150992730,285092452890,49069269,KSQ
725,950140,KR8840110108,잉글우드랩,KOSDAQ,외국기업(소속부없음),14320,2,-50,-0.35,14380,14580,14220,3784,54135640,284507841120,19867866,KSQ
726,146320,KR7146320007,비씨엔씨,KOSDAQ,벤처기업부,22200,1,200,0.91,21850,22350,21850,15760,347459600,284002890600,12792923,KSQ
727,016580,KR7016580003,환인제약,KOSPI,,15250,2,-100,-0.65,15380,15390,15210,4294,65562700,283651067500,18600070,STK
728,005010,KR7005010004,휴스틸,KOSPI,,5040,2,-270,-5.08,5310,5370,5020,1408137,7255307650,283187898000,56188075,STK
729,009680,KR7009680000,모토닉,KOSPI,,8540,2,-30,-0.35,8550,8580,8530,5555,47492680,281820000000,33000000,STK
730,005390,KR7005390000,신성통상,KOSPI,,1954,2,-6,-0.31,1960,1974,1950,135728,266088664,280806194060,143708390,STK
731,101670,KR7101670008,하이드로리튬,KOSDAQ,벤처기업부,6080,1,110,1.84,5850,6170,5710,1667773,9938365640,280241700800,46092385,KSQ
732,089600,KR7089600001,나스미디어,KOSDAQ,우량기업부,24200,1,600,2.54,24500,24950,24100,60817,1496692300,279949544600,11568163,KSQ
733,007570,KR7007570005,일양약품,KOSPI,,14660,1,10,0.07,14550,14700,14550,5991,87584210,279795834240,19085664,STK
734,000020,KR7000020008,동화약품,KOSPI,,10000,3,0,0.0,10020,10030,9980,10327,103197900,279314700000,27931470,STK
735,298000,KR7298000001,효성화학,KOSPI,,73600,2,-400,-0.54,74000,74800,73300,1859,137150000,279077289600,3791811,STK
736,034830,KR7034830000,한국토지신탁,KOSPI,,1105,2,-2,-0.18,1123,1124,1103,139390,154637983,279000599150,252489230,STK
737,190510,KR7190510008,나무가,KOSDAQ,우량기업부,17140,2,-50,-0.29,17200,17390,16940,110275,1886574640,278668701760,16258384,KSQ
738,026890,KR7026890004,스틱인베스트먼트,KOSPI,,6680,2,-60,-0.89,6680,6810,6640,15732,105029130,278410209000,41678175,STK
739,382840,KR7382840007,원준,KOSDAQ,벤처기업부,18220,1,100,0.55,17900,18250,17800,26231,471200580,278248205820,15271581,KSQ
740,451760,KR7451760003,컨텍,KOSDAQ,기술성장기업부,19070,1,1310,7.38,17770,19490,17760,343859,6542980140,278218256120,14589316,KSQ
741,452260,KR7452260003,한화갤러리아,KOSPI,,1431,1,62,4.53,1380,1457,1369,10305025,14720260272,277413101910,193859610,STK
742,093520,KR7093520005,매커스,KOSDAQ,우량기업부,17160,1,10,0.06,17150,18300,16850,865851,15324141190,277358658720,16163092,KSQ
743,322000,KR7322000001,HD현대에너지솔루션,KOSPI,,24750,2,-150,-0.6,24750,24900,24600,10857,268360400,277200000000,11200000,STK
744,126340,KR7126340009,비나텍,KOSDAQ,우량기업부,47700,2,-200,-0.42,47900,47900,47150,3667,173985450,276822036900,5803397,KSQ
745,009160,KR7009160003,SIMPAC,KOSPI,,4230,2,-5,-0.12,4210,4280,4210,16364,69228250,276766852680,65429516,STK
746,031330,KR7031330004,에스에이엠티,KOSDAQ,우량기업부,2755,3,0,0.0,2765,2765,2750,40528,111649715,275486409585,99995067,KSQ
747,013120,KR7013120001,동원개발,KOSDAQ,우량기업부,3015,2,-5,-0.17,3025,3030,3000,14455,43527845,273786421500,90808100,KSQ
748,053210,KR7053210001,스카이라이프,KOSPI,,5760,2,-20,-0.35,5770,5790,5750,2015,11621500,273732220800,47522955,STK
749,066790,KR7066790007,씨씨에스,KOSDAQ,중견기업부,4880,1,175,3.72,4505,5230,4275,39359801,188974220480,273402273280,56025056,KSQ
750,289220,KR7289220006,자이언트스텝,KOSDAQ,기술성장기업부,12330,2,-90,-0.72,12420,12420,12120,26806,327883280,272761115850,22121745,KSQ
751,115390,KR7115390007,락앤락,KOSPI,,6290,2,-10,-0.16,6190,6360,6190,41249,260185210,272523125190,43326411,STK
752,034810,KR7034810002,해성산업,KOSDAQ,우량기업부,8350,3,0,0.0,8360,8400,8270,5648,47030010,271849755950,32556857,KSQ
753,148150,KR7148150006,세경하이테크,KOSDAQ,우량기업부,7670,2,-60,-0.78,7740,7830,7590,140299,1082624750,271156305810,35352843,KSQ
754,008350,KR7008350001,남선알미늄,KOSPI,,2100,2,-10,-0.47,2110,2120,2090,310839,655368485,271066089000,129079090,STK
755,001270,KR7001270008,부국증권,KOSPI,,26000,2,-50,-0.19,26050,26100,25350,1211,31279400,269617036000,10369886,STK
756,084650,KR7084650001,랩지노믹스,KOSDAQ,우량기업부,3630,1,35,0.97,3595,3650,3585,218159,789125580,269491163700,74239990,KSQ
757,256840,KR7256840000,한국비엔씨,KOSDAQ,벤처기업부,3965,1,115,2.99,3865,3995,3850,181808,712002510,269272836495,67912443,KSQ
758,018470,KR7018470005,조일알미늄,KOSPI,,2125,1,80,3.91,2035,2220,2035,4524806,9719053595,269092407125,126631721,STK
759,037270,KR7037270006,YG PLUS,KOSPI,,4220,2,-5,-0.12,4215,4235,4185,42487,178544270,267672110200,63429410,STK
760,228670,KR7228670006,레이,KOSDAQ,우량기업부,17500,2,-720,-3.95,18220,18230,17460,128094,2263337430,267470752500,15284043,KSQ
761,124500,KR7124500000,아이티센,KOSDAQ,중견기업부,11620,1,110,0.96,11780,11840,11410,237717,2758909160,267065678740,22983277,KSQ
762,002150,KR7002150001,도화엔지니어링,KOSPI,,7920,2,-10,-0.13,7930,7970,7890,10652,84378910,267062400000,33720000,STK
763,213500,KR7213500002,한솔제지,KOSPI,,11190,1,20,0.18,11180,11230,11160,19741,220895680,266328445440,23800576,STK
764,226320,KR7226320000,잇츠한불,KOSPI,,12120,2,-70,-0.57,12120,12230,12050,3762,45513600,265783297800,21929315,STK
765,204620,KR7204620009,글로벌텍스프리,KOSDAQ,중견기업부,4665,2,-40,-0.85,4695,4695,4540,280605,1294455070,264915310920,56787848,KSQ
766,084990,KR7084990001,헬릭스미스,KOSDAQ,기술성장기업부,5380,1,570,11.85,4805,5600,4735,399062,2069681900,263963964920,49063934,KSQ
767,017890,KR7017890005,한국알콜,KOSDAQ,우량기업부,12190,2,-30,-0.25,12180,12250,12110,25448,309462500,263374214400,21605760,KSQ
768,035150,KR7035150002,백산,KOSPI,,11670,1,90,0.78,11580,11830,11450,36518,426997480,262750050000,22515000,STK
769,011500,KR7011500006,한농화성,KOSPI,,16790,1,30,0.18,16850,16880,16510,78808,1312270890,262545935180,15637042,STK
770,334970,KR7334970001,프레스티지바이오로직스,KOSDAQ,기술성장기업부,4285,2,-10,-0.23,4320,4320,4260,41008,175594410,262404697165,61237969,KSQ
771,004360,KR7004360004,세방,KOSPI,,13580,1,70,0.52,13600,13760,13510,62660,854136440,262212010200,19308690,STK
772,051360,KR7051360006,토비스,KOSDAQ,중견기업부,16110,1,140,0.88,16000,16280,15790,35553,567251450,262062304380,16267058,KSQ
773,126600,KR7126600006,BGF에코머티리얼즈,KOSDAQ,우량기업부,4840,2,-20,-0.41,4845,4870,4785,42460,204552425,261521051000,54033275,KSQ
774,001460,KR7001460005,BYC,KOSPI,,418000,2,-12000,-2.79,430000,430000,415000,73,30623000,261089070000,624615,STK
775,018310,KR7018310003,삼목에스폼,KOSDAQ,우량기업부,17750,2,-50,-0.28,17630,17850,17630,1919,34041770,260925000000,14700000,KSQ
776,130660,KR7130660004,한전산업,KOSPI,,7990,2,-160,-1.96,8180,8190,7950,124636,1005962040,260474000000,32600000,STK
777,322510,KR7322510009,제이엘케이,KOSDAQ,기술성장기업부,16090,1,690,4.48,15360,16180,15250,199848,3168227750,260363746080,16181712,KSQ
778,016590,KR7016590002,신대양제지,KOSPI,,6430,2,-30,-0.46,6410,6430,6380,9675,61898190,259114982600,40297820,STK
779,002900,KR7002900009,TYM,KOSPI,,5750,2,-90,-1.54,5840,5850,5740,51166,295122860,259042997000,45050956,STK
780,102940,KR7102940004,코오롱생명과학,KOSDAQ,중견기업부,22650,2,-350,-1.52,23100,23100,22400,5065,114528100,258489863400,11412356,KSQ
781,060370,KR7060370004,LS마린솔루션,KOSDAQ,중견기업부,9930,2,-40,-0.4,9970,9990,9900,26871,266816780,257566643760,25938232,KSQ
782,121800,KR7121800007,비덴트,KOSDAQ,관리종목(소속부없음),3320,0,0,0.0,0,0,0,0,0,256309348520,77201611,KSQ
783,389020,KR7389020009,자람테크놀로지,KOSDAQ,기술성장기업부,41350,1,1550,3.89,40000,41950,39600,94548,3861459050,256276135500,6197730,KSQ
784,011760,KR7011760006,현대코퍼레이션,KOSPI,,19370,2,-90,-0.46,19460,19490,19270,5840,113000550,256245071420,13228966,STK
785,384470,KR7384470001,코어라인소프트,KOSDAQ,기술성장기업부,20450,1,850,4.34,19880,20850,19740,188224,3844201550,256058764950,12521211,KSQ
786,043370,KR7043370006,피에이치에이,KOSDAQ,우량기업부,12190,2,-220,-1.77,12430,12540,12010,66240,813919020,255990000000,21000000,KSQ
787,036420,KR7036420008,콘텐트리중앙,KOSPI,,13270,1,20,0.15,13260,13290,13190,11963,158441900,255610827160,19262308,STK
788,016790,KR7016790008,카나리아바이오,KOSDAQ,중견기업부,1365,1,3,0.22,1362,1385,1334,2330634,3159877830,255243484860,186991564,KSQ
789,270520,KR7270520000,지오릿에너지,KOSDAQ,벤처기업부,1951,1,61,3.23,1935,1992,1903,1186232,2325835281,254846813337,130623687,KSQ
790,194370,KR7194370003,제이에스코퍼레이션,KOSPI,,19110,2,-520,-2.65,19620,19620,18980,21396,411374140,254843335110,13335601,STK
791,002810,KR7002810000,삼영무역,KOSPI,,13770,2,-110,-0.79,13920,13970,13760,3603,49750340,254289873960,18466948,STK
792,071840,KR7071840003,롯데하이마트,KOSPI,,10720,2,-50,-0.46,10770,10830,10710,4360,46870720,253074672640,23607712,STK
793,211270,KR7211270004,AP위성,KOSDAQ,벤처기업부,16770,1,870,5.47,16050,16920,16000,485628,8069688690,252930238080,15082304,KSQ
794,032300,KR7032300006,한국파마,KOSDAQ,우량기업부,23050,1,100,0.44,23400,23500,22750,35505,820142950,251399458050,10906701,KSQ
795,048530,KR7048530000,인트론바이오,KOSDAQ,기술성장기업부,7360,1,10,0.14,7300,7370,7240,23317,170288060,251349608320,34150762,KSQ
796,049950,KR7049950009,미래컴퍼니,KOSDAQ,우량기업부,28500,2,-300,-1.04,29200,29200,28000,89953,2565698800,251309694000,8817884,KSQ
797,083650,KR7083650002,비에이치아이,KOSDAQ,중견기업부,8110,3,0,0.0,8050,8150,8010,26861,217007110,250958881250,30944375,KSQ
798,078160,KR7078160009,메디포스트,KOSDAQ,벤처기업부,7330,2,-70,-0.95,7450,7460,7320,5511,40527600,250816364050,34217785,KSQ
799,271980,KR7271980005,제일약품,KOSPI,,17050,1,80,0.47,16970,17140,16950,4493,76374550,250718067600,14704872,STK
800,096760,KR7096760004,JW홀딩스,KOSPI,,3390,1,55,1.65,3340,3420,3335,33839,114687580,250605553380,73924942,STK
801,093640,KR7093640001,케이알엠,KOSDAQ,벤처기업부,8530,1,40,0.47,8490,8560,8490,6717,57357680,249190148460,29213382,KSQ
802,293480,KR7293480000,하나제약,KOSPI,,14010,2,-10,-0.07,14110,14120,14000,4828,67802100,248998973460,17772946,STK
803,131370,KR7131370009,알서포트,KOSDAQ,벤처기업부,4670,2,-105,-2.2,4745,4765,4605,580321,2706866775,248757277610,53267083,KSQ
804,024850,KR7024850000,HLB이노베이션,KOSDAQ,중견기업부,3735,1,5,0.13,3745,3950,3735,644051,2465395705,248404507785,66507231,KSQ
805,117580,KR7117580001,대성에너지,KOSPI,,9030,3,0,0.0,9040,9070,8990,84031,757657170,248325000000,27500000,STK
806,036200,KR7036200004,유니셈,KOSDAQ,우량기업부,8090,2,-30,-0.37,8060,8140,8050,38859,314178510,248073564070,30664223,KSQ
807,029480,KR7029480001,광무,KOSDAQ,중견기업부,5170,1,435,9.19,5100,5560,4795,5201832,26841071570,247580396470,47887891,KSQ
808,060570,KR7060570009,드림어스컴퍼니,KOSDAQ,중견기업부,3270,2,-30,-0.91,3290,3320,3250,74052,242532110,247282543710,75621573,KSQ
809,038290,KR7038290003,마크로젠,KOSDAQ,우량기업부,22700,1,300,1.34,22550,22900,22250,37832,854188750,246099780000,10841400,KSQ
810,052400,KR7052400009,코나아이,KOSDAQ,우량기업부,16400,2,-100,-0.61,16630,16630,16320,3783,61947230,245999983600,14999999,KSQ
811,053080,KR7053080008,케이엔솔,KOSDAQ,우량기업부,18910,2,-360,-1.87,18970,19500,18690,142721,2727019910,245826350370,12999807,KSQ
812,417010,KR7417010006,나노팀,KOSDAQ,벤처기업부,12830,1,50,0.39,12880,12880,12530,22997,291696310,245750028240,19154328,KSQ
813,096040,KR7096040001,이트론,KOSDAQ,투자주의환기종목(소속부없음),271,0,0,0.0,0,0,0,0,0,245561580945,906131295,KSQ
814,037710,KR7037710001,광주신세계,KOSPI,,30850,3,0,0.0,30850,31000,30400,48425,1473446100,245479311500,7957190,STK
815,042420,KR7042420000,네오위즈홀딩스,KOSDAQ,우량기업부,27700,1,150,0.54,27900,28200,27450,5528,153172350,245335188200,8856866,KSQ
816,356860,KR7356860007,티엘비,KOSDAQ,우량기업부,24950,2,-400,-1.58,25350,25350,24750,42783,1068218100,245324118500,9832630,KSQ
817,063080,KR7063080006,컴투스홀딩스,KOSDAQ,중견기업부,37150,3,0,0.0,37300,37450,36650,9298,344120800,245011382800,6595192,KSQ
818,268600,KR7268600004,셀리버리,KOSDAQ,관리종목(소속부없음),6680,0,0,0.0,0,0,0,0,0,244941204600,36667845,KSQ
819,000050,KR7000050005,경방,KOSPI,,8910,3,0,0.0,8910,9050,8910,766,6849560,244270055700,27415270,STK
820,078020,KR7078020005,이베스트투자증권,KOSDAQ,우량기업부,4390,2,-80,-1.79,4470,4470,4390,18579,82006200,243562424100,55481190,KSQ
821,078070,KR7078070000,유비쿼스홀딩스,KOSDAQ,중견기업부,13020,2,-80,-0.61,13100,13100,12960,1008,13124430,243430096560,18696628,KSQ
822,005720,KR7005720008,넥센,KOSPI,,4535,1,20,0.44,4465,4560,4465,17802,80648395,242821935695,53543977,STK
823,334890,KR7334890001,이지스밸류리츠,KOSPI,,4720,2,-5,-0.11,4725,4735,4700,33623,158520630,242813173680,51443469,STK
824,019680,KR7019680008,대교,KOSPI,,2865,2,-65,-2.22,2920,2930,2805,25625,73690855,242673665250,84702850,STK
825,388720,KR7388720005,유일로보틱스,KOSDAQ,벤처기업부,27150,1,150,0.56,26800,27500,26800,16934,461444900,242662518900,8937846,KSQ
826,074610,KR7074610007,이엔플러스,KOSPI,,3465,1,10,0.29,3440,3475,3340,297584,1009679120,242012481480,69844872,STK
827,011280,KR7011280005,태림포장,KOSPI,,3400,1,455,15.45,3045,3550,2975,4242096,14056498560,240740196000,70805940,STK
